feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,angle
30.0,19.0,25.0,13.0,19.0,12.0,9.0,10.0,7.0,15.0,4.0,6.0,116.0
30.0,20.0,25.0,13.0,19.0,12.0,9.0,10.0,7.0,16.0,4.0,7.0,116.0
30.0,20.0,25.0,13.0,19.0,12.0,9.0,10.0,7.0,17.0,4.0,8.0,116.0
30.0,20.0,25.0,13.0,19.0,13.0,9.0,10.0,8.0,18.0,4.0,10.0,116.0
29.0,20.0,25.0,13.0,19.0,13.0,9.0,10.0,8.0,18.0,4.0,11.0,116.0
29.0,20.0,24.0,13.0,19.0,13.0,9.0,10.0,9.0,18.0,4.0,13.0,116.0
29.0,21.0,24.0,13.0,19.0,14.0,9.0,10.0,10.0,18.0,4.0,14.0,116.0
29.0,21.0,24.0,13.0,19.0,14.0,9.0,10.0,11.0,17.0,4.0,15.0,116.0
29.0,21.0,24.0,13.0,19.0,14.0,9.0,10.0,12.0,16.0,4.0,15.0,116.0
29.0,21.0,23.0,13.0,18.0,14.0,8.0,10.0,13.0,15.0,3.0,15.0,116.0
29.0,21.0,23.0,13.0,18.0,14.0,8.0,10.0,13.0,15.0,3.0,15.0,116.0
28.0,22.0,23.0,13.0,18.0,14.0,8.0,10.0,13.0,14.0,3.0,14.0,116.0
28.0,22.0,23.0,13.0,18.0,14.0,8.0,10.0,13.0,15.0,3.0,14.0,116.0
28.0,22.0,22.0,13.0,18.0,14.0,8.0,10.0,12.0,15.0,3.0,13.0,116.0
28.0,22.0,22.0,13.0,18.0,14.0,8.0,10.0,12.0,16.0,3.0,13.0,116.0
28.0,23.0,22.0,13.0,18.0,14.0,8.0,10.0,12.0,17.0,3.0,12.0,114.0
28.0,23.0,22.0,13.0,18.0,14.0,8.0,10.0,11.0,18.0,3.0,12.0,113.0
28.0,23.0,22.0,13.0,18.0,15.0,8.0,10.0,12.0,19.0,3.0,12.0,112.0
28.0,24.0,21.0,13.0,18.0,15.0,8.0,10.0,12.0,19.0,4.0,12.0,110.0
28.0,24.0,21.0,13.0,18.0,15.0,8.0,10.0,13.0,19.0,4.0,12.0,109.0
28.0,24.0,21.0,13.0,18.0,15.0,8.0,10.0,14.0,18.0,4.0,13.0,107.0
28.0,24.0,21.0,13.0,18.0,15.0,8.0,10.0,16.0,17.0,4.0,13.0,106.0
28.0,25.0,21.0,13.0,18.0,15.0,8.0,10.0,17.0,16.0,4.0,13.0,104.0
28.0,25.0,21.0,13.0,18.0,15.0,8.0,10.0,18.0,15.0,4.0,14.0,103.0
29.0,25.0,21.0,13.0,18.0,15.0,8.0,10.0,20.0,14.0,4.0,14.0,102.0
29.0,25.0,21.0,13.0,18.0,15.0,8.0,10.0,21.0,14.0,4.0,14.0,100.0
29.0,25.0,21.0,13.0,19.0,15.0,8.0,10.0,22.0,14.0,4.0,14.0,99.0
29.0,25.0,21.0,13.0,19.0,15.0,8.0,10.0,22.0,14.0,4.0,15.0,97.0
30.0,26.0,21.0,13.0,19.0,15.0,8.0,10.0,22.0,15.0,4.0,14.0,96.0
30.0,26.0,21.0,13.0,19.0,15.0,8.0,10.0,22.0,15.0,4.0,14.0,95.0
30.0,26.0,21.0,13.0,19.0,15.0,8.0,10.0,21.0,15.0,4.0,14.0,93.0
30.0,26.0,21.0,13.0,19.0,15.0,8.0,10.0,20.0,15.0,3.0,14.0,92.0
30.0,27.0,21.0,13.0,19.0,15.0,8.0,9.0,18.0,15.0,3.0,13.0,90.0
30.0,27.0,20.0,13.0,19.0,15.0,8.0,9.0,16.0,14.0,3.0,12.0,89.0
30.0,27.0,20.0,13.0,19.0,15.0,8.0,9.0,15.0,13.0,2.0,12.0,88.0
30.0,27.0,20.0,13.0,19.0,14.0,8.0,9.0,13.0,12.0,2.0,11.0,86.0
30.0,27.0,20.0,13.0,19.0,14.0,8.0,9.0,12.0,11.0,2.0,10.0,85.0
30.0,27.0,20.0,13.0,19.0,14.0,8.0,9.0,11.0,11.0,2.0,9.0,83.0
30.0,27.0,19.0,13.0,19.0,14.0,8.0,9.0,11.0,11.0,2.0,8.0,82.0
30.0,28.0,19.0,13.0,19.0,14.0,9.0,9.0,11.0,11.0,2.0,7.0,80.0
30.0,28.0,19.0,13.0,19.0,14.0,8.0,9.0,11.0,12.0,2.0,6.0,79.0
30.0,28.0,19.0,13.0,19.0,14.0,8.0,9.0,12.0,13.0,3.0,5.0,77.0
29.0,28.0,19.0,13.0,19.0,14.0,8.0,9.0,13.0,14.0,4.0,5.0,76.0
29.0,28.0,18.0,13.0,19.0,14.0,8.0,9.0,14.0,15.0,5.0,4.0,74.0
29.0,28.0,18.0,13.0,19.0,14.0,8.0,9.0,15.0,15.0,6.0,4.0,73.0
29.0,28.0,18.0,12.0,19.0,14.0,8.0,9.0,16.0,16.0,7.0,3.0,72.0
29.0,28.0,18.0,12.0,19.0,14.0,8.0,9.0,18.0,16.0,8.0,3.0,70.0
29.0,28.0,18.0,12.0,19.0,14.0,8.0,10.0,19.0,16.0,9.0,3.0,69.0
29.0,29.0,18.0,12.0,19.0,14.0,8.0,10.0,20.0,15.0,11.0,2.0,67.0
29.0,29.0,19.0,12.0,19.0,14.0,9.0,10.0,22.0,14.0,12.0,2.0,66.0
30.0,29.0,19.0,12.0,19.0,14.0,9.0,10.0,23.0,13.0,14.0,2.0,64.0
30.0,29.0,19.0,12.0,20.0,14.0,9.0,10.0,24.0,12.0,15.0,2.0,63.0
30.0,29.0,19.0,12.0,20.0,14.0,10.0,10.0,25.0,12.0,17.0,2.0,61.0
30.0,29.0,20.0,12.0,20.0,14.0,10.0,10.0,26.0,11.0,18.0,2.0,60.0
31.0,29.0,20.0,12.0,20.0,14.0,11.0,10.0,26.0,11.0,19.0,2.0,58.0
31.0,29.0,21.0,12.0,21.0,14.0,11.0,10.0,27.0,11.0,19.0,2.0,57.0
32.0,29.0,21.0,12.0,21.0,14.0,12.0,10.0,26.0,12.0,19.0,2.0,56.0
32.0,29.0,22.0,12.0,21.0,14.0,12.0,10.0,26.0,12.0,19.0,2.0,54.0
32.0,29.0,22.0,11.0,21.0,14.0,12.0,10.0,24.0,12.0,19.0,2.0,53.0
33.0,29.0,23.0,11.0,21.0,14.0,13.0,11.0,23.0,12.0,18.0,2.0,51.0
33.0,29.0,23.0,11.0,21.0,14.0,13.0,11.0,21.0,11.0,17.0,2.0,50.0
33.0,28.0,24.0,11.0,21.0,14.0,13.0,11.0,19.0,11.0,15.0,2.0,48.0
34.0,28.0,24.0,11.0,21.0,14.0,13.0,11.0,18.0,10.0,14.0,3.0,47.0
34.0,28.0,24.0,11.0,21.0,14.0,13.0,11.0,17.0,9.0,13.0,3.0,46.0
34.0,28.0,25.0,11.0,21.0,14.0,13.0,11.0,17.0,9.0,12.0,3.0,44.0
34.0,28.0,25.0,11.0,21.0,14.0,13.0,11.0,17.0,8.0,12.0,3.0,44.0
34.0,28.0,25.0,11.0,21.0,14.0,13.0,11.0,18.0,7.0,12.0,3.0,44.0
35.0,28.0,26.0,11.0,21.0,14.0,13.0,11.0,19.0,7.0,12.0,3.0,44.0
35.0,28.0,26.0,11.0,21.0,15.0,13.0,11.0,20.0,7.0,13.0,3.0,44.0
35.0,28.0,26.0,11.0,21.0,15.0,13.0,11.0,22.0,7.0,13.0,4.0,44.0
36.0,28.0,26.0,11.0,21.0,15.0,13.0,11.0,23.0,7.0,14.0,4.0,44.0
36.0,28.0,27.0,11.0,21.0,15.0,14.0,11.0,24.0,7.0,15.0,4.0,44.0
36.0,28.0,27.0,10.0,22.0,15.0,14.0,11.0,25.0,7.0,16.0,4.0,44.0
36.0,28.0,27.0,10.0,22.0,15.0,14.0,11.0,26.0,6.0,17.0,4.0,44.0
37.0,28.0,28.0,10.0,22.0,15.0,14.0,11.0,27.0,6.0,18.0,4.0,44.0
37.0,28.0,28.0,10.0,22.0,15.0,14.0,11.0,27.0,6.0,18.0,4.0,44.0
37.0,28.0,28.0,10.0,22.0,15.0,15.0,11.0,26.0,6.0,18.0,4.0,44.0
37.0,28.0,29.0,10.0,22.0,15.0,15.0,11.0,25.0,6.0,18.0,4.0,44.0
37.0,28.0,29.0,10.0,22.0,15.0,15.0,11.0,24.0,6.0,18.0,4.0,44.0
37.0,28.0,29.0,10.0,22.0,15.0,15.0,11.0,22.0,7.0,18.0,4.0,44.0
36.0,28.0,29.0,10.0,22.0,15.0,15.0,11.0,21.0,7.0,17.0,3.0,43.0
36.0,28.0,29.0,10.0,21.0,15.0,16.0,11.0,18.0,7.0,16.0,3.0,43.0
36.0,28.0,29.0,10.0,21.0,15.0,16.0,11.0,16.0,7.0,15.0,3.0,43.0
36.0,28.0,29.0,10.0,21.0,15.0,16.0,11.0,14.0,6.0,13.0,3.0,43.0
35.0,28.0,29.0,10.0,21.0,15.0,16.0,11.0,13.0,6.0,12.0,3.0,43.0
35.0,28.0,29.0,10.0,21.0,15.0,15.0,11.0,11.0,7.0,10.0,3.0,44.0
35.0,28.0,29.0,10.0,21.0,15.0,15.0,11.0,10.0,7.0,9.0,4.0,44.0
35.0,28.0,29.0,10.0,21.0,15.0,15.0,11.0,9.0,8.0,8.0,4.0,44.0
35.0,28.0,29.0,10.0,21.0,14.0,15.0,11.0,8.0,9.0,7.0,4.0,44.0
34.0,28.0,29.0,10.0,21.0,14.0,15.0,11.0,7.0,10.0,6.0,4.0,44.0
34.0,28.0,29.0,10.0,21.0,14.0,15.0,11.0,7.0,11.0,5.0,5.0,44.0
34.0,29.0,28.0,10.0,21.0,14.0,15.0,11.0,6.0,12.0,4.0,5.0,44.0
34.0,29.0,28.0,10.0,21.0,14.0,16.0,11.0,6.0,13.0,4.0,5.0,44.0
34.0,29.0,28.0,10.0,21.0,14.0,16.0,11.0,5.0,14.0,3.0,6.0,44.0
34.0,29.0,28.0,10.0,21.0,13.0,16.0,11.0,5.0,14.0,3.0,6.0,44.0
34.0,29.0,28.0,10.0,21.0,13.0,16.0,11.0,4.0,14.0,3.0,6.0,44.0
34.0,30.0,28.0,10.0,21.0,13.0,16.0,11.0,4.0,14.0,2.0,6.0,44.0
34.0,30.0,28.0,10.0,21.0,13.0,16.0,11.0,4.0,13.0,2.0,5.0,44.0
34.0,30.0,28.0,10.0,21.0,13.0,16.0,11.0,3.0,12.0,2.0,5.0,44.0
34.0,30.0,28.0,10.0,21.0,13.0,16.0,11.0,3.0,11.0,2.0,5.0,44.0
34.0,30.0,27.0,10.0,22.0,12.0,16.0,11.0,3.0,10.0,2.0,4.0,44.0
34.0,30.0,27.0,10.0,22.0,12.0,16.0,11.0,3.0,9.0,1.0,4.0,44.0
34.0,30.0,27.0,10.0,22.0,12.0,16.0,11.0,3.0,8.0,1.0,4.0,44.0
34.0,30.0,27.0,10.0,22.0,12.0,16.0,11.0,3.0,7.0,1.0,4.0,44.0
34.0,30.0,27.0,10.0,22.0,12.0,16.0,11.0,3.0,6.0,1.0,4.0,44.0
33.0,30.0,27.0,10.0,22.0,12.0,16.0,11.0,3.0,5.0,1.0,4.0,44.0
33.0,30.0,26.0,10.0,22.0,12.0,16.0,11.0,3.0,5.0,1.0,5.0,44.0
33.0,30.0,26.0,10.0,22.0,12.0,17.0,11.0,3.0,4.0,1.0,5.0,44.0
33.0,30.0,26.0,10.0,22.0,12.0,17.0,11.0,3.0,4.0,1.0,5.0,44.0
33.0,30.0,26.0,10.0,22.0,13.0,17.0,11.0,3.0,4.0,1.0,5.0,44.0
33.0,30.0,26.0,10.0,22.0,13.0,17.0,11.0,3.0,4.0,1.0,5.0,44.0
33.0,30.0,26.0,10.0,22.0,13.0,17.0,11.0,3.0,4.0,1.0,5.0,44.0
33.0,29.0,26.0,10.0,22.0,13.0,17.0,11.0,3.0,5.0,1.0,5.0,44.0
33.0,29.0,26.0,10.0,22.0,13.0,17.0,11.0,4.0,6.0,1.0,5.0,44.0
33.0,29.0,25.0,10.0,22.0,13.0,17.0,11.0,4.0,6.0,1.0,5.0,44.0
33.0,29.0,25.0,10.0,22.0,13.0,17.0,11.0,4.0,7.0,1.0,4.0,44.0
33.0,29.0,25.0,10.0,22.0,13.0,17.0,11.0,4.0,7.0,1.0,5.0,44.0
33.0,28.0,25.0,10.0,22.0,13.0,17.0,11.0,5.0,8.0,1.0,5.0,44.0
33.0,28.0,25.0,10.0,22.0,13.0,17.0,11.0,5.0,8.0,1.0,5.0,44.0
33.0,28.0,25.0,10.0,22.0,13.0,17.0,11.0,4.0,8.0,2.0,5.0,44.0
33.0,28.0,25.0,10.0,22.0,13.0,17.0,11.0,4.0,7.0,2.0,5.0,44.0
33.0,28.0,24.0,10.0,23.0,13.0,17.0,11.0,4.0,7.0,2.0,5.0,44.0
33.0,28.0,24.0,10.0,23.0,13.0,17.0,11.0,5.0,7.0,2.0,5.0,44.0
33.0,28.0,24.0,10.0,23.0,13.0,18.0,11.0,5.0,7.0,2.0,5.0,44.0
33.0,28.0,24.0,10.0,23.0,13.0,18.0,11.0,5.0,7.0,2.0,5.0,44.0
33.0,27.0,24.0,10.0,23.0,13.0,18.0,11.0,6.0,7.0,2.0,5.0,44.0
33.0,27.0,24.0,10.0,23.0,13.0,18.0,11.0,6.0,7.0,3.0,5.0,44.0
33.0,27.0,24.0,10.0,23.0,13.0,18.0,11.0,7.0,7.0,3.0,5.0,44.0
33.0,27.0,24.0,10.0,23.0,13.0,18.0,11.0,8.0,7.0,3.0,5.0,44.0
33.0,27.0,24.0,10.0,23.0,13.0,18.0,11.0,9.0,7.0,3.0,5.0,44.0
33.0,26.0,24.0,9.0,23.0,13.0,18.0,11.0,10.0,7.0,3.0,5.0,44.0
33.0,26.0,24.0,9.0,23.0,13.0,18.0,11.0,10.0,7.0,3.0,5.0,44.0
33.0,26.0,24.0,9.0,23.0,13.0,18.0,11.0,11.0,6.0,3.0,5.0,44.0
33.0,26.0,24.0,9.0,23.0,13.0,18.0,10.0,12.0,6.0,3.0,5.0,44.0
33.0,25.0,24.0,9.0,23.0,13.0,18.0,10.0,12.0,5.0,3.0,6.0,44.0
33.0,25.0,24.0,9.0,23.0,13.0,18.0,10.0,12.0,5.0,3.0,6.0,44.0
33.0,25.0,24.0,9.0,23.0,13.0,18.0,10.0,13.0,4.0,3.0,7.0,44.0
33.0,25.0,24.0,8.0,23.0,13.0,18.0,10.0,12.0,4.0,3.0,7.0,44.0
33.0,25.0,24.0,8.0,23.0,13.0,18.0,9.0,12.0,4.0,2.0,7.0,44.0
33.0,24.0,24.0,8.0,23.0,13.0,18.0,9.0,12.0,4.0,2.0,8.0,44.0
33.0,24.0,24.0,8.0,23.0,13.0,18.0,9.0,11.0,5.0,2.0,8.0,44.0
33.0,24.0,24.0,8.0,23.0,13.0,18.0,9.0,11.0,5.0,2.0,8.0,44.0
33.0,24.0,24.0,8.0,23.0,12.0,18.0,9.0,10.0,5.0,2.0,8.0,44.0
33.0,23.0,24.0,8.0,23.0,12.0,18.0,9.0,9.0,5.0,1.0,8.0,44.0
33.0,23.0,24.0,8.0,23.0,12.0,18.0,9.0,8.0,6.0,1.0,7.0,44.0
32.0,23.0,24.0,8.0,23.0,12.0,18.0,9.0,7.0,6.0,1.0,7.0,44.0
32.0,23.0,23.0,8.0,23.0,12.0,18.0,8.0,7.0,6.0,1.0,6.0,44.0
32.0,22.0,23.0,8.0,23.0,11.0,18.0,8.0,6.0,6.0,1.0,6.0,44.0
32.0,22.0,23.0,8.0,23.0,11.0,18.0,8.0,6.0,5.0,1.0,5.0,44.0
31.0,22.0,23.0,7.0,23.0,11.0,18.0,8.0,5.0,5.0,1.0,5.0,44.0
31.0,22.0,23.0,7.0,23.0,11.0,18.0,7.0,5.0,5.0,1.0,5.0,44.0
31.0,22.0,23.0,7.0,23.0,11.0,18.0,7.0,5.0,5.0,1.0,5.0,44.0
30.0,21.0,23.0,7.0,23.0,11.0,18.0,7.0,5.0,5.0,1.0,5.0,45.0
30.0,21.0,23.0,7.0,23.0,11.0,18.0,6.0,5.0,4.0,1.0,5.0,45.0
30.0,21.0,23.0,7.0,23.0,11.0,18.0,6.0,5.0,4.0,1.0,5.0,45.0
29.0,21.0,23.0,7.0,23.0,11.0,18.0,6.0,5.0,3.0,1.0,5.0,45.0
29.0,20.0,23.0,6.0,23.0,11.0,18.0,5.0,5.0,3.0,1.0,5.0,45.0
29.0,20.0,23.0,6.0,23.0,11.0,18.0,5.0,4.0,3.0,1.0,5.0,45.0
28.0,20.0,22.0,6.0,23.0,11.0,18.0,5.0,4.0,2.0,1.0,5.0,45.0
28.0,20.0,22.0,6.0,23.0,11.0,18.0,4.0,4.0,2.0,1.0,6.0,45.0
28.0,20.0,22.0,6.0,23.0,11.0,18.0,4.0,4.0,2.0,1.0,6.0,45.0
28.0,19.0,22.0,6.0,23.0,11.0,18.0,4.0,4.0,2.0,1.0,6.0,45.0
27.0,19.0,22.0,6.0,23.0,11.0,19.0,4.0,4.0,2.0,1.0,6.0,45.0
27.0,19.0,22.0,6.0,23.0,11.0,19.0,4.0,4.0,2.0,1.0,6.0,45.0
27.0,19.0,22.0,6.0,23.0,11.0,19.0,4.0,4.0,2.0,1.0,5.0,45.0
27.0,19.0,22.0,6.0,23.0,11.0,19.0,4.0,4.0,1.0,1.0,5.0,45.0
27.0,18.0,22.0,6.0,24.0,11.0,19.0,4.0,4.0,1.0,1.0,5.0,45.0
27.0,18.0,22.0,6.0,24.0,11.0,19.0,4.0,4.0,1.0,1.0,5.0,45.0
26.0,18.0,22.0,6.0,24.0,11.0,19.0,4.0,4.0,1.0,1.0,4.0,45.0
26.0,18.0,22.0,6.0,24.0,11.0,19.0,4.0,4.0,1.0,1.0,4.0,45.0
26.0,17.0,22.0,6.0,24.0,11.0,19.0,4.0,4.0,1.0,1.0,4.0,45.0
26.0,17.0,21.0,6.0,24.0,11.0,19.0,4.0,4.0,2.0,1.0,4.0,45.0
25.0,17.0,21.0,6.0,24.0,11.0,19.0,4.0,4.0,2.0,1.0,3.0,45.0
25.0,16.0,21.0,6.0,24.0,10.0,19.0,4.0,4.0,2.0,1.0,3.0,45.0
25.0,16.0,20.0,6.0,23.0,10.0,19.0,4.0,4.0,2.0,1.0,3.0,45.0
24.0,16.0,20.0,6.0,23.0,10.0,19.0,4.0,4.0,2.0,1.0,3.0,45.0
24.0,16.0,20.0,6.0,23.0,10.0,19.0,3.0,4.0,3.0,1.0,3.0,45.0
23.0,16.0,19.0,6.0,23.0,10.0,18.0,3.0,4.0,3.0,1.0,3.0,45.0
23.0,15.0,19.0,6.0,22.0,10.0,18.0,3.0,4.0,3.0,1.0,3.0,45.0
22.0,15.0,18.0,6.0,22.0,10.0,18.0,3.0,4.0,3.0,1.0,3.0,45.0
22.0,15.0,18.0,6.0,22.0,10.0,18.0,3.0,4.0,3.0,1.0,3.0,45.0
21.0,15.0,17.0,6.0,21.0,10.0,17.0,3.0,3.0,3.0,1.0,3.0,45.0
21.0,15.0,16.0,6.0,21.0,10.0,17.0,3.0,3.0,3.0,1.0,3.0,45.0
20.0,14.0,16.0,6.0,20.0,10.0,16.0,3.0,3.0,3.0,1.0,4.0,45.0
20.0,14.0,15.0,6.0,20.0,10.0,16.0,3.0,3.0,3.0,1.0,4.0,45.0
20.0,14.0,15.0,6.0,20.0,10.0,16.0,3.0,3.0,2.0,1.0,4.0,45.0
19.0,14.0,14.0,6.0,20.0,9.0,16.0,3.0,3.0,2.0,1.0,4.0,45.0
19.0,14.0,14.0,6.0,20.0,9.0,15.0,3.0,4.0,2.0,1.0,4.0,45.0
19.0,14.0,14.0,6.0,20.0,9.0,15.0,3.0,4.0,2.0,1.0,4.0,45.0
18.0,13.0,13.0,6.0,19.0,9.0,15.0,3.0,4.0,2.0,1.0,4.0,45.0
18.0,13.0,13.0,6.0,19.0,9.0,15.0,3.0,4.0,2.0,1.0,4.0,45.0
18.0,13.0,13.0,6.0,19.0,10.0,15.0,3.0,4.0,2.0,1.0,4.0,45.0
17.0,13.0,12.0,6.0,19.0,10.0,15.0,3.0,4.0,1.0,2.0,3.0,45.0
17.0,13.0,12.0,6.0,19.0,10.0,15.0,3.0,3.0,1.0,2.0,3.0,45.0
17.0,13.0,12.0,6.0,18.0,10.0,14.0,3.0,3.0,1.0,2.0,3.0,45.0
16.0,13.0,11.0,6.0,18.0,10.0,14.0,3.0,3.0,1.0,2.0,3.0,45.0
16.0,13.0,11.0,6.0,17.0,10.0,14.0,3.0,3.0,1.0,1.0,3.0,45.0
15.0,13.0,10.0,6.0,17.0,10.0,13.0,3.0,3.0,1.0,1.0,3.0,45.0
15.0,12.0,10.0,6.0,16.0,10.0,13.0,3.0,3.0,1.0,1.0,3.0,45.0
14.0,12.0,9.0,6.0,15.0,10.0,12.0,3.0,3.0,1.0,1.0,3.0,45.0
14.0,12.0,9.0,6.0,14.0,10.0,12.0,3.0,3.0,1.0,1.0,3.0,45.0
13.0,12.0,8.0,6.0,13.0,10.0,11.0,3.0,4.0,1.0,2.0,3.0,45.0
13.0,12.0,8.0,6.0,12.0,10.0,10.0,3.0,4.0,1.0,2.0,3.0,45.0
12.0,12.0,7.0,6.0,11.0,10.0,9.0,3.0,4.0,1.0,2.0,4.0,45.0
12.0,12.0,7.0,6.0,10.0,10.0,8.0,3.0,4.0,1.0,2.0,3.0,45.0
12.0,12.0,6.0,6.0,9.0,10.0,8.0,3.0,4.0,1.0,2.0,3.0,45.0
11.0,11.0,6.0,6.0,9.0,10.0,7.0,3.0,4.0,1.0,2.0,3.0,45.0
11.0,11.0,6.0,6.0,8.0,11.0,6.0,3.0,4.0,1.0,2.0,3.0,45.0
11.0,11.0,5.0,6.0,8.0,11.0,5.0,3.0,4.0,1.0,2.0,3.0,46.0
11.0,11.0,5.0,6.0,8.0,11.0,4.0,3.0,4.0,1.0,2.0,3.0,46.0
10.0,11.0,5.0,6.0,8.0,11.0,4.0,3.0,4.0,1.0,2.0,3.0,46.0
10.0,11.0,5.0,6.0,8.0,11.0,3.0,3.0,4.0,1.0,2.0,3.0,46.0
10.0,11.0,4.0,6.0,7.0,11.0,3.0,3.0,4.0,1.0,2.0,3.0,46.0
10.0,11.0,4.0,6.0,7.0,11.0,3.0,3.0,4.0,1.0,2.0,3.0,46.0
10.0,10.0,4.0,6.0,7.0,11.0,2.0,3.0,4.0,1.0,2.0,3.0,46.0
10.0,10.0,4.0,6.0,7.0,10.0,2.0,3.0,4.0,1.0,1.0,3.0,46.0
10.0,10.0,4.0,6.0,7.0,10.0,2.0,3.0,4.0,1.0,1.0,3.0,46.0
10.0,10.0,4.0,6.0,7.0,10.0,2.0,3.0,4.0,1.0,1.0,3.0,46.0
10.0,9.0,4.0,6.0,7.0,10.0,2.0,3.0,4.0,1.0,1.0,3.0,46.0
10.0,9.0,4.0,6.0,7.0,9.0,2.0,3.0,4.0,1.0,1.0,3.0,46.0
10.0,9.0,4.0,6.0,7.0,9.0,2.0,3.0,4.0,1.0,1.0,3.0,46.0
10.0,9.0,4.0,6.0,7.0,8.0,2.0,3.0,4.0,1.0,1.0,3.0,46.0
10.0,8.0,4.0,6.0,7.0,8.0,2.0,3.0,4.0,1.0,2.0,3.0,47.0
10.0,8.0,4.0,6.0,7.0,8.0,2.0,3.0,4.0,1.0,2.0,3.0,47.0
10.0,8.0,4.0,6.0,7.0,8.0,2.0,3.0,4.0,1.0,2.0,2.0,47.0
10.0,8.0,4.0,6.0,7.0,7.0,2.0,3.0,4.0,1.0,1.0,2.0,47.0
10.0,8.0,4.0,6.0,7.0,7.0,2.0,3.0,4.0,1.0,1.0,2.0,47.0
10.0,8.0,4.0,6.0,7.0,7.0,2.0,4.0,4.0,1.0,1.0,2.0,47.0
10.0,7.0,4.0,6.0,7.0,7.0,2.0,4.0,4.0,1.0,1.0,2.0,47.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,4.0,1.0,1.0,2.0,47.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,3.0,1.0,1.0,2.0,47.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,3.0,1.0,1.0,2.0,47.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,3.0,1.0,1.0,2.0,47.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,3.0,1.0,1.0,2.0,47.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,3.0,1.0,1.0,2.0,47.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,47.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,47.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,48.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,48.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,48.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,2.0,3.0,2.0,2.0,48.0
10.0,7.0,4.0,5.0,7.0,7.0,2.0,4.0,2.0,3.0,2.0,2.0,48.0
10.0,6.0,4.0,5.0,7.0,7.0,2.0,4.0,3.0,3.0,2.0,2.0,48.0
10.0,6.0,4.0,5.0,7.0,7.0,2.0,4.0,3.0,3.0,1.0,2.0,48.0
10.0,6.0,4.0,5.0,8.0,6.0,2.0,4.0,3.0,3.0,1.0,2.0,48.0
10.0,6.0,4.0,5.0,8.0,6.0,2.0,4.0,3.0,2.0,1.0,2.0,48.0
10.0,6.0,4.0,5.0,8.0,6.0,2.0,4.0,3.0,2.0,1.0,2.0,48.0
10.0,6.0,4.0,5.0,8.0,6.0,2.0,4.0,3.0,2.0,1.0,2.0,48.0
10.0,6.0,4.0,5.0,8.0,6.0,2.0,4.0,3.0,2.0,1.0,2.0,49.0
9.0,6.0,4.0,5.0,8.0,6.0,2.0,4.0,3.0,2.0,1.0,2.0,49.0
9.0,6.0,4.0,5.0,8.0,6.0,2.0,4.0,2.0,3.0,1.0,2.0,49.0
9.0,6.0,4.0,5.0,8.0,6.0,2.0,4.0,2.0,3.0,1.0,3.0,49.0
9.0,6.0,4.0,5.0,8.0,5.0,2.0,4.0,2.0,3.0,1.0,3.0,49.0
9.0,5.0,3.0,5.0,8.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,49.0
9.0,5.0,3.0,5.0,8.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,49.0
9.0,5.0,3.0,4.0,7.0,5.0,1.0,4.0,2.0,3.0,2.0,3.0,49.0
9.0,5.0,3.0,4.0,7.0,5.0,1.0,4.0,3.0,3.0,2.0,3.0,49.0
8.0,5.0,3.0,4.0,7.0,5.0,1.0,4.0,3.0,3.0,2.0,4.0,49.0
8.0,5.0,3.0,4.0,7.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,49.0
8.0,5.0,3.0,4.0,7.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,49.0
8.0,5.0,3.0,4.0,6.0,4.0,1.0,4.0,3.0,3.0,2.0,5.0,49.0
8.0,5.0,3.0,4.0,6.0,4.0,1.0,4.0,3.0,3.0,2.0,5.0,49.0
7.0,5.0,3.0,4.0,5.0,4.0,1.0,4.0,3.0,3.0,1.0,5.0,49.0
7.0,5.0,3.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,1.0,5.0,49.0
7.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,5.0,49.0
7.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,5.0,50.0
7.0,5.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,5.0,50.0
7.0,5.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,5.0,50.0
