sample_index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,thumb_ext_angle,index_ext_angle,middle_ext_angle,ring_ext_angle,pinky_ext_angle,hand_state
22,3793.7392346548127,336.77373370811154,345.3121000900388,10143.95924138537,0.0,0.0,0.0,0.0,100.81,100.09,91.83,98.56,115.07,Open
23,3848.9256917149655,565.7226521638217,431.1427987984179,10817.551412290504,0.0,0.0,0.0,0.0,100.81,100.09,91.83,98.56,115.07,Open
24,3752.097934734576,464.4692497812808,322.2227480677066,10892.899142849345,0.0,0.0,0.0,0.0,100.81,100.09,91.83,98.56,115.07,Open
25,3637.9699275457774,306.9118031158213,177.8751823753336,10382.00531983439,0.0,0.0,0.0,0.0,100.81,100.09,91.83,98.56,115.07,Open
26,3613.181842944842,93.96673369011089,140.88304530180042,9831.057170755526,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
27,3761.5974261280808,351.7270507487119,320.5463672335586,10142.998116373792,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
28,3838.777999732256,588.9908181417964,421.5986039160018,10816.970266934666,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
29,3734.931794992899,480.6966162558337,307.9399833607654,10889.479325947685,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
30,3623.5977558610152,323.0944661014636,164.06180430195383,10380.105421555689,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
31,3614.657058078892,106.95309721864427,136.993841766577,9832.934717289772,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
32,3766.9618447973544,366.4792020892146,322.7368381901787,10148.608404232074,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
33,3817.365028544072,604.7487979827879,408.075798520541,10819.227793124652,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
34,3725.432303599394,510.98322999277474,303.38022749188275,10890.932189337276,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
35,3625.542357628626,359.10312641896326,168.21922877064097,10379.05488956629,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
36,3619.9767732592554,142.64883311376968,144.23580697009646,9832.934717289772,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
37,3757.618815615036,401.39262692840424,320.70282944474576,10147.267299564755,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
38,3828.943232171921,653.4308974064467,419.8998713373985,10820.591249536426,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
39,3736.608175827047,554.7032421473554,312.3879805073715,10890.038119559063,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
40,3621.6755058378585,374.0340917151084,166.69931014768008,10377.825543621248,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
41,3610.0973022100097,144.5710831369261,137.53028363350435,9834.879319057383,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
42,3758.334071437606,405.9300310528316,320.8816434003882,10152.877587423038,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
43,3859.498066842326,710.9866393788624,443.59272046002394,10822.625258281858,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
44,3765.2854639632064,616.2152428883604,337.0196028971199,10888.898180591845,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
45,3643.691974126336,425.10782779548504,185.89945863478883,10377.043232565313,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
46,3614.008857489688,173.71775790664648,150.20372273966345,9831.839481811465,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
47,3778.0259583027314,444.6656041938787,344.0827541449969,10152.788180445215,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
48,3867.9917297353422,754.6619480445323,454.0309851206523,10825.307467616496,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
49,3774.6061414010696,666.1266882570611,351.57058853752477,10889.948712581245,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
50,3660.858113868012,479.266104610694,207.6924094787132,10374.875113353148,0.0,0.0,0.0,0.0,100.94,100.1,91.43,97.89,116.0,Open
51,3645.882445082956,236.21323540368505,179.21628704265203,9831.168929477804,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
52,3800.489461480315,480.0260639221745,369.7872602686001,10149.278956565731,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
53,3890.1199567460967,803.0087713013615,481.3448168450376,10822.737017004136,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
54,3804.065740593164,725.1799971079823,380.4713941182368,10892.653273660337,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
55,3681.689939700358,513.4866253717692,229.7982847450119,10375.210389519976,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
56,3668.6141691940034,276.7816515900674,194.5942872279033,9832.867662056406,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
57,3830.172578116963,512.9501835048418,396.207022214773,10157.258529336275,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
58,3913.164605279518,841.8784549091405,513.0619422271183,10830.068389185475,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
59,3862.5826075771583,817.1350737971156,439.54705471361336,10892.54151493806,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
60,3764.950187796377,613.8459579760979,304.2519455256397,10374.91981684206,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
61,3738.396315383472,365.4733735887258,232.54754931301468,9834.097008001449,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
62,3902.145195263052,596.2998385786818,448.28658679563847,10164.992232917812,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
63,3979.996321200886,929.7878658518632,576.7420621802881,10833.28704038704,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
64,3888.801203823233,878.3341501157463,476.6733022538784,10895.53664869507,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
65,3794.4991939662928,655.5990166186115,343.7474779781673,10375.81388662027,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
66,3784.1056327945753,433.4003249884039,270.858439309411,9837.583880136475,0.0,0.0,0.0,0.0,101.51,99.93,92.24,96.73,112.74,Open
67,3963.3442715816823,668.7641941027873,500.41085486541454,10168.568512030664,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
68,4057.132191316151,1017.2949453943904,651.3074816831925,10838.226775911662,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
69,3962.4725535479256,981.3309885658012,545.6284338985007,10893.860267860922,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
70,3841.1249329000634,704.1023020866278,392.2954669350943,10372.192904018511,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
71,3832.340697329128,503.94243048935306,327.6765737148015,9836.980383036183,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
72,4018.642487364112,742.3684885941135,562.2357800287939,10169.239064364325,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
73,4121.348753136248,1081.1315275587474,721.4025522950354,10837.556223578003,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
74,4030.421856692059,1074.9624460890825,619.1656731564609,10896.006035328632,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
75,3906.146157520552,772.9456750089736,460.58004624605735,10373.981043574937,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
76,3888.91296254551,585.9509808958746,376.917466749843,9839.215557481712,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
77,4077.874610170675,828.154483813582,613.8683097205532,10175.72107025636,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
78,4181.184373043105,1160.1672959527132,784.0991954921717,10843.8594155144,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
79,4086.077700385774,1141.1459614212467,682.2646477537928,10895.894276606356,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
80,3977.8952572220874,809.2002045154816,527.0764860005959,10374.361023230676,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
81,3963.076050648219,681.549391931223,428.0582580635856,9837.89680455885,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
82,4126.154378194139,902.0717027272824,650.1675427159719,10179.990253447326,0.0,0.0,0.0,0.0,101.2,99.97,91.32,97.92,116.47,Open
83,4217.841233949809,1211.5316047110086,824.2205767894479,10848.9109097613,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
84,4143.409924913636,1213.4538547341651,737.3393460916694,10897.01186382912,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
85,4009.970010515453,841.4537717644897,565.879114375009,10372.751697629894,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
86,3992.0215597178417,740.5579972932336,454.9027031544093,9838.99204003716,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
87,4177.652797419167,967.9646453815276,697.6873514279547,10185.980520961348,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
88,4276.626321867267,1263.2758931250446,884.4361763520452,10853.560072608005,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
89,4185.051224833873,1270.2049339061898,784.7920995702863,10898.77765164109,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
90,4069.6938717000335,916.9579645345168,617.7351615113213,10373.355194730186,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
91,4070.833810667254,844.2924433103137,503.18247117787257,9841.204862738236,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
92,4228.391257332713,1045.0334602634264,736.28881410227,10188.506268084797,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
93,4310.489214717057,1305.2077657232005,922.5906041372544,10855.415267397791,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
94,4220.277574095438,1294.5012801291086,825.1593500565708,10898.889410363368,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
95,4103.020322682896,940.986089823972,656.3813276745472,10372.52818018534,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
96,4097.655904013623,899.277734670369,531.3233174471042,9844.848197084451,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
97,4267.260940940492,1106.4337022821549,776.0525674882612,10190.83084950815,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
98,4353.091639648872,1329.6605741573069,970.8703721607176,10856.443447642738,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
99,4267.707975829599,1287.751053303606,878.5800193047547,10901.21399178672,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
100,4148.77434358291,986.404834557156,701.3306857741698,10375.322148242254,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
101,4132.122293963706,958.8674853882176,565.4767829748134,9847.552758163543,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
102,4309.9751245945845,1173.6453978592633,805.4674631914453,10196.1058611996,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
103,4400.432634405212,1288.935695759737,1013.8974802371836,10864.601834368925,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
104,4304.253078014026,1190.632723645297,912.1970429655364,10907.181907556283,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
105,4169.114431037239,1021.9888117300048,722.0507528842394,10377.154991287587,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
106,4158.877332076709,1011.7740645139296,592.2318210878159,9850.927871576294,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
107,4343.502741277545,1234.352735799877,838.3692310296573,10198.273980411766,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
108,4440.196387791203,1354.359251780421,1050.822562077351,10864.981814024666,0.0,0.0,0.0,0.0,100.96,100.01,91.91,98.38,115.45,Open
109,4345.246177345059,1247.0932301394023,953.7712876524076,10909.417082001815,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
110,4230.671135267155,1106.1431296042358,769.5482098517668,10378.205523276987,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
111,4207.40296928918,1081.0421205809262,629.5145308392681,9851.62077565441,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
112,4367.396756100268,1282.2078206786896,863.2020191195035,10198.095166456123,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
113,4447.103076827893,1383.2153538722223,1069.083937297337,10865.38414542486,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
114,4358.43370657369,1282.2078206786896,973.8431541732734,10911.316980280517,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
115,4237.98015570404,1140.1848364096686,784.1438989810823,10381.848857623205,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
116,4247.07731569735,1145.75042077904,668.2948074692258,9855.845255356462,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
117,4424.796035861496,1359.231932071678,903.2339934389584,10203.794861292226,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
118,4507.519842090588,1465.380366489931,1112.848652940828,10868.714555348704,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
119,4407.1828612307145,1350.134772078368,1016.7808552719184,10909.126509323896,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
120,4290.417348196191,1207.7988633869725,827.6627454355652,10377.222046520954,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
121,4275.329920688859,1193.136119024291,693.70874091491,9852.71601113272,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
122,4439.369373246357,1394.033598188591,922.2329762259694,10204.376006648065,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
123,4528.195205711747,1505.3229338315648,1136.6085572968195,10869.38510768236,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
124,4430.4957306976,1393.4971563216636,1044.5864253743202,10909.953523868744,0.0,0.0,0.0,0.0,101.08,99.9,91.64,97.97,116.23,Open
125,4301.235592512559,1243.271081837545,842.280786309336,10375.255093008887,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
126,4290.149127262727,1228.518930497042,714.1382353470607,9852.4254384548,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
127,4457.630748466343,1434.7808283306156,942.081325302282,10206.834698538149,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
128,4544.981365797683,1544.8855215174583,1158.8038395409394,10872.424944928283,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
129,4453.78624842003,1438.513569654652,1071.1179460427695,10909.126509323896,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
130,4330.516377749012,1292.3331609169438,870.2428186229251,10375.232741264432,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
131,4325.531938735478,1282.878373012349,746.2800438737922,9856.269938501113,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
132,4498.534440819555,1495.0411313821237,980.14634610967,10214.25547769731,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
133,4571.579941699498,1594.3946354859634,1185.1118427648355,10874.257787973618,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
134,4473.902818429807,1480.8477736530035,1096.4201207661774,10905.505526722138,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
135,4352.801066970953,1333.5944811814406,893.6897985565423,10373.757526130385,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
136,4379.019663217028,1356.9073506483255,791.1399949955935,9854.772371622608,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
137,4536.4206476713,1552.216893698799,1014.3892186152004,10220.87159405608,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
138,4604.48170953771,1644.4848948103063,1219.3770670148217,10879.62220664289,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
139,4543.908482063828,1567.3937281839524,1155.4734296170986,10902.711558665223,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
140,4419.856300336874,1416.3629908994426,939.1755985230922,10366.515560926862,0.0,0.0,0.0,0.0,101.27,99.09,91.21,97.48,116.55,Open
141,4401.34905592788,1396.0676069340238,812.5306144393223,9852.581900665988,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
142,4568.607159686942,1602.9777053568014,1039.2890619384125,10225.990143536346,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
143,4653.074401983547,1710.5566514201942,1255.273968610045,10880.985663054666,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
144,4563.1980375287585,1603.4470919903629,1178.003988028048,10900.16345979732,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
145,4438.944690101706,1455.7467646296936,961.1026598337484,10364.883883581626,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
146,4421.465625937656,1437.4406859207973,839.5538734857886,9853.18539776628,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
147,4594.66929372183,1648.5082088122615,1068.8604198527837,10225.386646436054,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
148,4683.584533165042,1760.244579344342,1291.841422538927,10881.253883988127,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
149,4573.90452312285,1636.1029906395663,1198.9252208382156,10902.488041220671,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
150,4451.126390829849,1490.481375513241,978.2687995754242,10368.035479549824,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
151,4456.177885076748,1491.084872613534,876.9483419595173,9854.861778600429,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
152,4619.971468445238,1697.1232530025547,1095.6378097102415,10219.530489388764,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
153,4704.014027597193,1803.495204865361,1314.7296088611615,10880.181000254272,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
154,4613.824738720029,1695.6033343795937,1238.398401546288,10906.15372731134,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
155,4491.31482736049,1547.5230273631844,1010.72353252453,10368.81779060576,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
156,4490.55486804901,1543.8796930169694,911.37002842069,9857.164008279326,0.0,0.0,0.0,0.0,101.22,99.53,90.81,96.78,115.62,Open
157,4666.30663470109,1756.176561853476,1133.2781473729788,10221.810367323204,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
158,4752.494961320754,1865.65540619557,1352.9510918797364,10883.690224133758,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
159,4664.227922466746,1760.266931088797,1287.2816666700444,10911.316980280517,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
160,4531.056229002026,1604.4305687463964,1040.8760357947392,10370.874151095648,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
161,4494.846402984429,1566.9019898059355,920.2883744583576,9858.058078057538,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
162,4688.300751245111,1797.460233862428,1153.2829586604785,10222.547974890227,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
163,4797.243153720278,1925.8039505248012,1387.059853918535,10885.500715434637,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
164,4694.000446081215,1809.910155524034,1309.7004663587174,10911.451090747249,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
165,4571.2446655326685,1659.1029356840772,1067.541666929921,10370.181247017534,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
166,4547.551816410043,1636.7735429732256,970.021005871416,9857.991022824172,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
167,4729.159740109413,1853.9877955898996,1194.656037647252,10221.45273941192,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
168,4812.397636460976,1959.1751049965744,1408.5175285956298,10883.57846541148,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
169,4714.653457957918,1846.388202475095,1331.5604724360076,10910.847593646957,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
170,4592.925857654316,1697.6373431250267,1092.2850480419456,10372.394069718608,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
171,4587.784956429596,1691.177688977443,1008.8683377347396,9862.327261248502,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
172,4760.139257924468,1900.4794240569383,1223.1768635722235,10228.001800537324,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
173,4843.935947887415,2008.706570709535,1439.1394184994006,10886.350081723938,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
174,4746.214121128813,1894.4444530540056,1365.6692344748062,10909.618247701914,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
175,4603.095901381481,1726.1805207944535,1113.4745017855766,10368.504866183384,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
176,4591.3165320535345,1715.630497411549,1024.1345791977144,9860.025031569605,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
177,4788.3695111715215,1946.3452036792285,1259.230227378634,10229.633477882562,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
178,4888.438271097931,2072.8113738073557,1474.633988694428,10888.58525616947,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
179,4787.542496626675,1954.2577212164072,1400.0238657026132,10911.58520121398,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
180,4677.683672628841,1816.079236993699,1161.8660285313165,10369.1977702615,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
181,4662.328024188045,1800.3883123860733,1089.3793212627556,9862.170799037314,0.0,0.0,0.0,0.0,100.7,99.95,91.14,97.21,115.13,Open
182,4826.211014534356,2005.353809041239,1295.5071086295973,10234.50615817382,0.0,0.0,0.0,0.0,100.2,99.07,90.44,97.2,116.3,Open
183,4912.376989409565,2110.518766703459,1505.3005820871094,10889.658139903324,0.0,0.0,0.0,0.0,100.2,99.07,90.44,97.2,116.3,Open
184,4813.157595772457,1994.8931926361552,1429.863444550448,10907.15955581183,0.0,0.0,0.0,0.0,100.2,99.07,90.44,97.2,116.3,Open
185,4683.048091298115,1839.6156239051372,1176.1264414938023,10367.163761516067,0.0,0.0,0.0,0.0,100.2,99.07,90.44,97.2,116.3,Open
